ObjectID,GlobalID,Date and Time,Notes about area assessed:,Select shrub subspecies,Shrub height (cm),Shrub width 1 (cm),Shrub width 2 (cm),Number of green Rhopalomyia californica galls,Number of dried Rhopalomyia californica galls,distinct areas of Puccinia evadens,Number of Gnorimoschema baccharisella galls,Presence of Aceria baccharipha galls,other notes,CreationDate,Creator,EditDate,Editor,x,y
76,f9a9fa98-d93e-409b-bc45-99285265eff6,4/23/2021 12:05:00 AM,"Along the scripps hiking trail behind UCSD grad housing units. Dry and hilly gradient with surrounding shrubs, grasses, and trees. Mostly exposed. Dirt/sand base with a lot of dead plant matter.",Baccharis pilularis ssp. consanguinea,64,30,20,3,14,0,0,no,All dead gulls were at bottom of plant,4/23/2021 12:07:59 AM,pbonebra_UCSDOnline,4/23/2021 12:07:59 AM,pbonebra_UCSDOnline,-117.244500808823,32.8695165975601
77,4f4f0730-f346-4052-b428-846a9ac58e03,4/23/2021 12:11:00 AM,Located in the Scripps hiking trail across from Graduate Housing. The area is full of low laying coyote brush and other dry shrubs. Very dry environment with few trees. Found right on the side of the trail. ,Baccharis pilularis ssp. consanguinea,42,23,21,1,5,0,0,no,,4/23/2021 12:12:31 AM,ncirrito_UCSDOnline,4/23/2021 12:12:31 AM,ncirrito_UCSDOnline,-117.243935341439,32.8696570498775
78,5d4b0cbb-f0e1-4a1c-9ac4-22503ffc8e02,4/23/2021 12:15:00 AM,"Along the scripps hiking trail behind UCSD grad housing units. Dry and hilly gradient with surrounding shrubs, grasses, and trees. Mostly exposed. Dirt/sand base with a lot of dead plant matter.",Baccharis pilularis ssp. consanguinea,100,140,130,0,0,0,0,no,,4/23/2021 12:16:31 AM,pbonebra_UCSDOnline,4/23/2021 12:16:31 AM,pbonebra_UCSDOnline,-117.244015160504,32.8701767413257
79,d97a584a-28e0-4df9-a755-b11e3e46834b,4/23/2021 12:40:00 AM,Located in the Scripps hiking trail across from Graduate Housing. The area is full of low laying coyote brush and other dry shrubs. Very dry environment with few trees. Found right on the side of the trail. ,Baccharis pilularis ssp. consanguinea,70,55,30,1,0,0,0,no,,4/23/2021 12:41:40 AM,ncirrito_UCSDOnline,4/23/2021 12:41:40 AM,ncirrito_UCSDOnline,-117.247202394175,32.8681238001826
80,6b915e42-02d7-46d1-931a-38e04b9d40f9,4/23/2021 12:41:00 AM,"Along the scripps hiking trail behind UCSD grad housing units. Dry and hilly gradient with surrounding shrubs, grasses, and trees. Mostly exposed. Dirt/sand base with a lot of dead plant matter.",Baccharis pilularis ssp. consanguinea,60,50,30,1,0,0,0,no,,4/23/2021 12:42:41 AM,pbonebra_UCSDOnline,4/23/2021 12:42:41 AM,pbonebra_UCSDOnline,-117.247203667602,32.8680084802918
81,070d32e9-f7be-46f4-ac2b-762993ffebc6,4/23/2021 1:03:00 AM,Located in the Scripps hiking trail across from Graduate Housing. The area is full of low laying coyote brush and other dry shrubs. Very dry environment with few trees. Found right on the side of the trail. ,Baccharis pilularis ssp. consanguinea,70,28,17,2,0,0,0,no,,4/23/2021 1:04:20 AM,ncirrito_UCSDOnline,4/23/2021 1:04:20 AM,ncirrito_UCSDOnline,-117.245086575415,32.8695754669607
82,f0dbebc0-de01-4c24-87dc-d6e2bea9edd5,4/23/2021 1:04:00 AM,Located in the Scripps hiking trail across from Graduate Housing. The area is full of low laying coyote brush and other dry shrubs. Very dry environment with few trees. Found right on the side of the trail. ,Baccharis pilularis ssp. consanguinea,106,68,60,3,4,0,0,no,,4/23/2021 1:05:34 AM,ncirrito_UCSDOnline,4/23/2021 1:05:34 AM,ncirrito_UCSDOnline,-117.244982763778,32.8694941600022
83,55b2207c-a8dc-4b49-bc18-3fa21b9f50b0,4/23/2021 1:10:00 AM,Located in the Scripps hiking trail across from Graduate Housing. The area is full of low laying coyote brush and other dry shrubs. Very dry environment with few trees. Found right on the side of the trail. ,Baccharis pilularis ssp. consanguinea,140,120,80,6,9,0,0,no,had to approximate height as it was too large for tape measure ,4/23/2021 1:12:08 AM,ncirrito_UCSDOnline,4/23/2021 1:12:08 AM,ncirrito_UCSDOnline,-117.24310202426,32.8700291481003
84,15b2da5b-07da-4914-a49b-d83d7b2bf142,4/23/2021 12:59:00 AM,"Along the scripps hiking trail behind UCSD grad housing units. Dry and hilly gradient with surrounding shrubs, grasses, and trees. Mostly exposed. Dirt/sand base with a lot of dead plant matter.",Baccharis pilularis ssp. consanguinea,50,20,30,2,1,0,0,no,,4/23/2021 3:22:49 PM,pbonebra_UCSDOnline,4/23/2021 3:22:49 PM,pbonebra_UCSDOnline,-117.247157507617,32.8676720231267
85,6a4688b0-eebc-4e8f-b96e-d370f99362cf,4/23/2021 6:03:00 PM,,Baccharis pilularis ssp. pilularis,44,76,103,2,1,0,0,yes,,4/23/2021 6:06:13 PM,nmorrow_UCSDOnline,4/23/2021 6:06:13 PM,nmorrow_UCSDOnline,-117.240003794541,32.8799589118295
86,d8d1352f-4cbd-4448-8419-fb991e69b6a7,4/23/2021 6:06:00 PM,,Baccharis pilularis ssp. pilularis,28,75,94,5,0,0,0,yes,,4/23/2021 6:07:48 PM,nmorrow_UCSDOnline,4/23/2021 6:07:48 PM,nmorrow_UCSDOnline,-117.240000357961,32.8800452454322
87,8278a4b9-7489-4369-9053-4f40c348c3e0,4/23/2021 6:08:00 PM,,Baccharis pilularis ssp. pilularis,39,108,37,4,0,0,0,yes,,4/23/2021 6:09:30 PM,nmorrow_UCSDOnline,4/23/2021 6:09:30 PM,nmorrow_UCSDOnline,-117.239934895297,32.8799468837985
88,b87ab402-323d-4711-a086-da7b1071a831,4/23/2021 6:09:00 PM,,Baccharis pilularis ssp. consanguinea,78,82,40,4,0,0,0,no,,4/23/2021 6:11:00 PM,nmorrow_UCSDOnline,4/23/2021 6:11:00 PM,nmorrow_UCSDOnline,-117.239950317999,32.879988038943
89,ef4ad322-4214-4daa-b27c-09a48421655b,4/23/2021 6:12:00 PM,,Baccharis pilularis ssp. consanguinea,51,77,40,6,0,0,0,no,,4/23/2021 6:14:00 PM,nmorrow_UCSDOnline,4/23/2021 6:14:00 PM,nmorrow_UCSDOnline,-117.239935733487,32.8800267214262
90,3c160df6-d9bb-46b1-896f-a0a5430d4e66,4/23/2021 6:14:00 PM,,Baccharis pilularis ssp. pilularis,26,82,40,4,0,0,0,no,,4/23/2021 6:15:15 PM,nmorrow_UCSDOnline,4/23/2021 6:15:15 PM,nmorrow_UCSDOnline,-117.239914778729,32.8800111729958
91,40249445-bc1f-4fd4-bc35-3ded13d16fa5,4/23/2021 6:15:00 PM,,Baccharis pilularis ssp. pilularis,63,118,110,2,2,0,0,yes,,4/23/2021 6:16:18 PM,nmorrow_UCSDOnline,4/23/2021 6:16:18 PM,nmorrow_UCSDOnline,-117.239920478423,32.8799833869868
92,d72f8338-bcab-480c-b21b-ad2209983f88,4/23/2021 6:16:00 PM,,Baccharis pilularis ssp. pilularis,25,40,28,0,0,0,0,yes,,4/23/2021 6:17:22 PM,nmorrow_UCSDOnline,4/23/2021 6:17:22 PM,nmorrow_UCSDOnline,-117.239959957187,32.8799981391364
93,84509005-dd7d-4c60-8875-9ab64ccae2c9,4/23/2021 6:19:00 PM,,Baccharis pilularis ssp. pilularis,67,134,119,7,4,0,0,yes,,4/23/2021 6:20:30 PM,nmorrow_UCSDOnline,4/23/2021 6:20:30 PM,nmorrow_UCSDOnline,-117.239931291078,32.8799105063387
94,f34eed64-47a2-4167-96f2-f19e48dc4bef,4/23/2021 6:21:00 PM,,Baccharis pilularis ssp. pilularis,26,64,75,1,0,0,0,no,,4/23/2021 6:22:28 PM,nmorrow_UCSDOnline,4/23/2021 6:22:28 PM,nmorrow_UCSDOnline,-117.240069005748,32.879863735319
95,9744539c-7125-4001-a6ae-44473cc28bd5,4/23/2021 6:22:00 PM,,Baccharis pilularis ssp. pilularis,38,73,57,1,0,0,0,no,,4/23/2021 6:23:32 PM,nmorrow_UCSDOnline,4/23/2021 6:23:32 PM,nmorrow_UCSDOnline,-117.239984767621,32.8798775235497
96,229d6d71-1b4e-4265-9572-ae76a243a0c5,4/23/2021 6:23:00 PM,,Baccharis pilularis ssp. pilularis,45,124,103,3,0,0,0,yes,,4/23/2021 6:24:36 PM,nmorrow_UCSDOnline,4/23/2021 6:24:36 PM,nmorrow_UCSDOnline,-117.239966997986,32.8798453789511
97,41ed65be-bef2-43a7-b82c-70b41b4ad8c3,4/23/2021 6:25:00 PM,,Baccharis pilularis ssp. pilularis,58,117,79,0,1,0,0,yes,,4/23/2021 6:26:19 PM,nmorrow_UCSDOnline,4/23/2021 6:26:19 PM,nmorrow_UCSDOnline,-117.240005554741,32.8798841452532
98,62fb3807-2fd0-42fe-850c-96ae4c24a4b5,4/23/2021 6:26:00 PM,,Baccharis pilularis ssp. consanguinea,92,114,160,0,0,0,0,yes,,4/23/2021 6:27:04 PM,nmorrow_UCSDOnline,4/23/2021 6:27:04 PM,nmorrow_UCSDOnline,-117.240041345467,32.8798791161113
99,71357195-f02b-4180-a994-1adad1a52001,4/23/2021 6:36:00 PM,,Baccharis pilularis ssp. consanguinea,86,150,137,1,0,0,0,no,,4/23/2021 6:37:27 PM,nmorrow_UCSDOnline,4/23/2021 6:37:27 PM,nmorrow_UCSDOnline,-117.239961130654,32.8799337242105
100,8ea05036-1b2a-4e75-891e-141a82bdb9df,4/23/2021 6:39:00 PM,,Baccharis pilularis ssp. pilularis,67,240,94,5,0,0,0,yes,,4/23/2021 6:40:06 PM,nmorrow_UCSDOnline,4/23/2021 6:40:06 PM,nmorrow_UCSDOnline,-117.239878736546,32.8799953311988
101,33ac682a-9d7b-45a1-b481-48e1d56b4ce0,4/23/2021 8:47:00 PM,,Baccharis pilularis ssp. consanguinea,162,150,115,8,3,2,0,no,,4/23/2021 8:56:10 PM,evzhou_UCSDOnline,4/23/2021 8:56:10 PM,evzhou_UCSDOnline,-117.240334585445,32.8714959738083
102,fa1b6c67-22e0-4b13-820f-53ead1614008,4/23/2021 8:56:00 PM,,Baccharis pilularis ssp. consanguinea,144,162,84,15,1,0,0,no,,4/23/2021 9:00:00 PM,evzhou_UCSDOnline,4/23/2021 9:00:00 PM,evzhou_UCSDOnline,-117.240364186899,32.871468822418
103,148407b3-b2b6-4d4c-8b5e-43238e8d446b,4/23/2021 9:00:00 PM,,,225,178,186,4,2,0,0,no,,4/23/2021 9:05:33 PM,evzhou_UCSDOnline,4/23/2021 9:05:33 PM,evzhou_UCSDOnline,-117.24033271325,32.8714445324666
104,b8b39a82-7ee0-4905-8e9d-df614777f4e1,4/23/2021 9:06:00 PM,,Baccharis pilularis ssp. consanguinea,165,58,64,10,2,0,0,no,,4/23/2021 9:08:17 PM,evzhou_UCSDOnline,4/23/2021 9:08:17 PM,evzhou_UCSDOnline,-117.240252737065,32.8714736178823
105,2dd07d54-57d6-44c4-ab99-c2e58a818df0,4/23/2021 9:08:00 PM,,Baccharis pilularis ssp. consanguinea,47,39,74,9,0,0,0,no,,4/23/2021 9:11:50 PM,evzhou_UCSDOnline,4/23/2021 9:11:50 PM,evzhou_UCSDOnline,-117.240333395453,32.8714297974169
106,d16ea42b-5a26-47ba-af8a-a2bc588af8cd,4/23/2021 9:14:00 PM,,Baccharis pilularis ssp. consanguinea,153,199,128,2,0,0,0,no,,4/23/2021 9:21:55 PM,evzhou_UCSDOnline,4/23/2021 9:21:55 PM,evzhou_UCSDOnline,-117.240187693496,32.8713423991882
107,8cd56078-a569-4fc0-aeca-b117e2dd8a16,4/23/2021 9:18:00 PM,,Baccharis pilularis ssp. pilularis,107,105,96,1,0,0,0,no,,4/23/2021 9:21:57 PM,evzhou_UCSDOnline,4/23/2021 9:21:57 PM,evzhou_UCSDOnline,-117.240185130276,32.8714237529586
108,4fcc70e9-6c8c-44cf-b195-24a2e40d7208,4/23/2021 9:22:00 PM,,Baccharis pilularis ssp. consanguinea,151,136,168,0,0,0,0,yes,,4/23/2021 9:24:58 PM,evzhou_UCSDOnline,4/23/2021 9:24:58 PM,evzhou_UCSDOnline,-117.240180987974,32.8713309159808
109,534dd538-ed1f-4029-b042-f86a16ef7986,4/23/2021 9:25:00 PM,,Baccharis pilularis ssp. pilularis,145,118,101,2,0,0,0,no,,4/23/2021 9:27:25 PM,evzhou_UCSDOnline,4/23/2021 9:27:25 PM,evzhou_UCSDOnline,-117.240248545476,32.8713326544133
110,ba04ef7e-e3c6-4eee-9d49-964012192a97,4/23/2021 9:27:00 PM,,Baccharis pilularis ssp. consanguinea,109,45,38,0,0,0,0,no,,4/23/2021 9:30:27 PM,evzhou_UCSDOnline,4/23/2021 9:30:27 PM,evzhou_UCSDOnline,-117.240261561718,32.8712796218324
111,111a0657-15b3-4a37-aa48-7521d985cde6,4/23/2021 9:30:00 PM,,Baccharis pilularis ssp. consanguinea,167,124,159,0,0,0,0,no,,4/23/2021 9:32:59 PM,evzhou_UCSDOnline,4/23/2021 9:32:59 PM,evzhou_UCSDOnline,-117.240275182178,32.8712772986576
112,c7409b7f-921b-489e-a321-be6ba985c99f,4/23/2021 9:33:00 PM,,Baccharis pilularis ssp. pilularis,124,97,128,0,0,0,0,yes,,4/23/2021 9:34:52 PM,evzhou_UCSDOnline,4/23/2021 9:34:52 PM,evzhou_UCSDOnline,-117.240268824221,32.8712552176797
113,64d990e0-81f5-4646-b02c-4d48583f5a3b,4/23/2021 10:13:00 PM,Found working Revelle College on campus at UCSD,Baccharis pilularis ssp. consanguinea,21,118,,2,,,,yes,,4/23/2021 10:16:21 PM,jalpizar_UCSDOnline,4/23/2021 10:16:21 PM,jalpizar_UCSDOnline,-117.240861042786,32.8763780399382
114,ac4294da-ecd5-41ac-8c1b-eb9581f81e12,4/23/2021 10:17:00 PM,Along bike path in revelle college at UCSD,Baccharis pilularis ssp. consanguinea,19,80,19,,,,,no,,4/23/2021 10:21:22 PM,jalpizar_UCSDOnline,4/23/2021 11:00:53 PM,jalpizar_UCSDOnline,-117.241119546292,32.876017651155
115,37e0e8d9-63af-46e0-a24a-142878789279,4/23/2021 10:56:00 PM,Near the end of campus between Muir and revelle college ,Baccharis pilularis ssp. consanguinea,48,30,35,,,,,no,,4/23/2021 10:59:23 PM,jalpizar_UCSDOnline,4/23/2021 11:01:33 PM,jalpizar_UCSDOnline,-117.242953737009,32.8756389939965
116,c7b2cd1c-a565-4146-8742-4bbfdb4ea704,4/23/2021 10:59:00 PM,Near the end of campus between Muir and revelle college. ,Baccharis pilularis ssp. consanguinea,35,20,19,,,,,no,,4/23/2021 11:00:21 PM,jalpizar_UCSDOnline,4/23/2021 11:01:58 PM,jalpizar_UCSDOnline,-117.243101417795,32.8756416155172
117,1ed78162-b1c0-4fa9-89e1-64241c2bb579,4/23/2021 11:02:00 PM,Back end of Muir soccer field ,Baccharis pilularis ssp. pilularis,63,140,132,,,,,no,,4/23/2021 11:04:32 PM,jalpizar_UCSDOnline,4/23/2021 11:04:32 PM,jalpizar_UCSDOnline,-117.243263798769,32.8763563485349
118,b27dab6f-2036-46d2-9204-3e02da7199be,4/23/2021 11:05:00 PM,Boring pacific hall between Muir soccer field and revelle college ,Baccharis pilularis ssp. consanguinea,10,15,27,,,,,yes,,4/23/2021 11:06:56 PM,jalpizar_UCSDOnline,4/23/2021 11:06:56 PM,jalpizar_UCSDOnline,-117.242362965202,32.8767160595555
119,ddcff687-982f-4e39-979c-a2ba43915e94,4/23/2021 11:39:00 PM,Near the end of 7th colllege on campus at UCSD,Baccharis pilularis ssp. pilularis,20,75,52,,,,,no,,4/23/2021 11:40:35 PM,jalpizar_UCSDOnline,4/23/2021 11:41:04 PM,jalpizar_UCSDOnline,-117.242682094595,32.8870209650829
120,4a418b4a-46f0-417d-92b5-18315b6af102,4/23/2021 11:41:00 PM,Near the end of sixth college in campus ,Baccharis pilularis ssp. consanguinea,13,48,20,,,,,no,,4/23/2021 11:42:41 PM,jalpizar_UCSDOnline,4/23/2021 11:42:41 PM,jalpizar_UCSDOnline,-117.242639725697,32.8868719958848
121,4fe1f472-904f-4094-9fe2-2e4e562f8fda,4/23/2021 11:51:00 PM,Found near RIMAC and ERC in campus at UCSD,Baccharis pilularis ssp. pilularis,16,60,72,1,1,,,yes,,4/23/2021 11:52:48 PM,jalpizar_UCSDOnline,4/23/2021 11:52:48 PM,jalpizar_UCSDOnline,-117.240785954598,32.8862401488026
122,5d69e179-78d6-4015-bb29-cc1e41e9020a,4/23/2021 11:55:00 PM,Wishing ERC on campus ,Baccharis pilularis ssp. consanguinea,59,61,57,,,,,no,,4/23/2021 11:57:05 PM,jalpizar_UCSDOnline,4/23/2021 11:57:05 PM,jalpizar_UCSDOnline,-117.240873006872,32.8861276528603
123,0b701d20-e7b2-4fb9-a055-cafc51537eed,4/23/2021 11:57:00 PM,Within Radys school of management at UCSD,Baccharis pilularis ssp. pilularis,15,42,51,,,,,no,,4/23/2021 11:59:17 PM,jalpizar_UCSDOnline,4/23/2021 11:59:17 PM,jalpizar_UCSDOnline,-117.240818360256,32.8867066540305
124,45605264-2ab5-4664-b3f7-c4bab3dbbb92,4/24/2021 12:10:00 AM,Behind giesel library and Marshall college ,Baccharis pilularis ssp. consanguinea,30,36,28,,,,,no,,4/24/2021 12:11:19 AM,jalpizar_UCSDOnline,4/24/2021 12:11:19 AM,jalpizar_UCSDOnline,-117.238533202023,32.8824693880776
125,23990b2d-5c21-4eef-b961-3fb68476852d,4/24/2021 1:07:00 AM,By the street next to the J. Craig venter ,Baccharis pilularis ssp. consanguinea,120,65,62,0,0,0,0,no,,4/24/2021 1:10:24 AM,ldr002_UCSDOnline,4/24/2021 2:11:06 AM,ldr002_UCSDOnline,-117.242892449831,32.8695444809579
126,77cded33-cd18-432f-943a-aec1c4b9191f,4/24/2021 1:10:00 AM,By the road entering the J. Craig Venter ,Baccharis pilularis ssp. consanguinea,127,42,55,0,0,0,0,no,,4/24/2021 1:12:14 AM,ldr002_UCSDOnline,4/24/2021 2:12:05 AM,ldr002_UCSDOnline,-117.242837716003,32.8695205925339
127,81bbacf6-990a-43a1-bd97-5da2b3d2c253,4/24/2021 1:15:00 AM,At the beginning of the trail going to the swing. Parallel to the J. Craig venture ,Baccharis pilularis ssp. pilularis,178,145,150,0,0,0,0,no,It was covered with white dots in many of its leaves. There were also 3 white foamy balls in the leaves. ,4/24/2021 1:19:16 AM,ldr002_UCSDOnline,4/24/2021 2:19:27 AM,ldr002_UCSDOnline,-117.243038965498,32.8698400268637
128,53f046eb-8032-4fac-ac25-92486fbf1c45,4/24/2021 1:31:00 AM,Near a lot of dead plants isolated.,Baccharis pilularis ssp. consanguinea,56,86,72,0,0,0,0,no,,4/24/2021 1:33:05 AM,ldr002_UCSDOnline,4/24/2021 2:12:41 AM,ldr002_UCSDOnline,-117.244464224314,32.8694964526527
129,166c924d-8c1c-46db-8515-7e71412164f2,4/24/2021 1:35:00 AM,There were other around the area very adjacent to the trail ,Baccharis pilularis ssp. consanguinea,84,69,48.5,0,0,0,5,no,The gulls were very in the leaf with a strong red color,4/24/2021 1:37:06 AM,ldr002_UCSDOnline,4/24/2021 2:14:49 AM,ldr002_UCSDOnline,-117.2445086484,32.8695246577569
130,8815468e-68a5-43d6-888e-36c67ec2e51a,4/24/2021 1:37:00 AM,Near the other one ,,112,97,57.2,0,0,0,9,no,This could be maybe a hybrid species. The gulls were big and white with green. Some where very red,4/24/2021 1:39:10 AM,ldr002_UCSDOnline,4/24/2021 2:18:27 AM,ldr002_UCSDOnline,-117.244517197942,32.8695142222874
131,e7b7f120-b4a7-4d01-a03e-b17bd1be48b9,4/24/2021 1:49:00 AM,,Baccharis pilularis ssp. consanguinea,94.3,56,56,0,1,0,0,no,,4/24/2021 1:50:21 AM,ldr002_UCSDOnline,4/24/2021 2:20:15 AM,ldr002_UCSDOnline,-117.244979711359,32.8694044612654
132,408c64d3-fd37-4de0-8eed-69afb2199dce,4/24/2021 1:46:00 AM,,Baccharis pilularis ssp. consanguinea,255,144,71,46,6,,,,Height estimated-too tall ,4/24/2021 1:50:55 AM,ethomsen_UCSDOnline,4/24/2021 1:50:55 AM,ethomsen_UCSDOnline,-117.248560941843,32.8718132810632
133,cceaa864-e032-4d48-b34b-f79e6dedf4d9,4/24/2021 1:50:00 AM,,,69,46,63.5,1,1,0,0,no,,4/24/2021 1:52:08 AM,ldr002_UCSDOnline,4/24/2021 2:20:53 AM,ldr002_UCSDOnline,-117.245316915323,32.8694050899082
134,13cdb053-67ae-4e69-9f0c-9d648bb30dcd,4/24/2021 1:53:00 AM,Near the trail,Baccharis pilularis ssp. consanguinea,155,54,61,0,0,0,0,no,,4/24/2021 1:54:07 AM,ldr002_UCSDOnline,4/24/2021 2:21:30 AM,ldr002_UCSDOnline,-117.245385060196,32.8693682933532
135,1e34cf69-7049-4732-b961-607033443f78,4/24/2021 1:52:00 AM,,,154,134,142,25,17,,,,,4/24/2021 1:54:38 AM,ethomsen_UCSDOnline,4/24/2021 1:54:38 AM,ethomsen_UCSDOnline,-117.248537491786,32.8718156632194
136,5dc0c127-5a5b-4eb5-a4c9-90912ca096c3,4/24/2021 1:54:00 AM,,Baccharis pilularis ssp. consanguinea,94,48.5,56,1,1,0,0,no,,4/24/2021 1:55:32 AM,ldr002_UCSDOnline,4/24/2021 2:17:33 AM,ldr002_UCSDOnline,-117.245419677456,32.8693228215285
137,83b09875-81e3-4e02-96ed-316cc8370f5f,4/24/2021 1:55:00 AM,,,34,32,27,1,6,,,,,4/24/2021 1:56:15 AM,ethomsen_UCSDOnline,4/24/2021 1:56:15 AM,ethomsen_UCSDOnline,-117.248548235897,32.8717674363577
138,c6e18387-2d8b-4513-a6bb-b310ad41e1b8,4/24/2021 1:55:00 AM,,Baccharis pilularis ssp. consanguinea,79,35,38,0,0,0,0,no,,4/24/2021 1:57:09 AM,ldr002_UCSDOnline,4/24/2021 2:15:35 AM,ldr002_UCSDOnline,-117.24546695139,32.8693371126734
139,c335081f-d59d-4a24-b16e-d2ac633a95f2,4/24/2021 1:56:00 AM,,Baccharis pilularis ssp. consanguinea,27,37,21,1,,,,,,4/24/2021 1:57:22 AM,ethomsen_UCSDOnline,4/24/2021 1:57:22 AM,ethomsen_UCSDOnline,-117.248500463455,32.8717335636434
140,4863a391-6df5-493a-ad1f-afe8f1fba305,4/24/2021 1:59:00 AM,,Baccharis pilularis ssp. pilularis,78,35,40,0,3,0,0,no,,4/24/2021 2:00:49 AM,ldr002_UCSDOnline,4/24/2021 2:00:49 AM,ldr002_UCSDOnline,-117.245661830639,32.8692551795699
141,66fa7486-a7e9-4a48-8fc7-e1d1bae77ffb,4/24/2021 2:02:00 AM,,Baccharis pilularis ssp. consanguinea,102,53,35,0,0,0,0,yes,It had red promenent dots in majority of its leaves ,4/24/2021 2:03:34 AM,ldr002_UCSDOnline,4/24/2021 2:03:34 AM,ldr002_UCSDOnline,-117.245861152296,32.8691950394147
142,a83f3095-695f-4700-ba9d-0eb6eae26766,4/24/2021 2:37:00 AM,,Baccharis pilularis ssp. pilularis,13,89,108,0,0,,,,,4/24/2021 2:39:25 AM,ethomsen_UCSDOnline,4/24/2021 2:39:25 AM,ethomsen_UCSDOnline,-117.240899078713,32.875079403644
143,5712cb31-73be-492a-a294-446ba9ad83da,4/24/2021 2:39:00 AM,,Baccharis pilularis ssp. pilularis,31,115,95,0,0,,,,,4/24/2021 2:41:05 AM,ethomsen_UCSDOnline,4/24/2021 2:41:05 AM,ethomsen_UCSDOnline,-117.240948274067,32.8750722657748
144,f436fb58-7115-4f54-ad83-b245d5454639,4/24/2021 2:45:00 AM,,Baccharis pilularis ssp. pilularis,19,148,92,0,0,,,,,4/24/2021 2:47:33 AM,ethomsen_UCSDOnline,4/24/2021 2:47:33 AM,ethomsen_UCSDOnline,-117.240899572248,32.8751163045458
145,c774b403-e027-4a34-93b7-d92a83d10441,4/24/2021 2:47:00 AM,,Baccharis pilularis ssp. consanguinea,29,20,23,1,,,,,,4/24/2021 2:48:50 AM,ethomsen_UCSDOnline,4/24/2021 2:48:50 AM,ethomsen_UCSDOnline,-117.240955296014,32.8750699900318
146,e13e11a2-b773-4422-9800-156f201d9081,4/24/2021 2:49:00 AM,,Baccharis pilularis ssp. consanguinea,45,47,33,5,0,,,,,4/24/2021 2:53:49 AM,ethomsen_UCSDOnline,4/24/2021 2:53:49 AM,ethomsen_UCSDOnline,-117.240936846338,32.8750689847262
147,16ace375-1cb1-40a6-b266-7ab9f3207a18,4/24/2021 2:53:00 AM,,Baccharis pilularis ssp. consanguinea,51,54,45,16,2,,,,,4/24/2021 2:55:26 AM,ethomsen_UCSDOnline,4/24/2021 2:55:26 AM,ethomsen_UCSDOnline,-117.240990389743,32.8750855657136
148,146b43a9-e79f-4101-9dd5-0825d3ab48a2,4/24/2021 2:41:00 AM,,Baccharis pilularis ssp. pilularis,29,85,93,0,0,,,,,4/24/2021 2:58:32 AM,ethomsen_UCSDOnline,4/24/2021 2:58:32 AM,ethomsen_UCSDOnline,-117.242211197324,32.8754045308262
149,ffcc850f-bf42-486e-aa86-ab508537fc95,4/24/2021 2:43:00 AM,,Baccharis pilularis ssp. pilularis,42,109,100,1,,,,,,4/24/2021 3:01:27 AM,ethomsen_UCSDOnline,4/24/2021 3:01:27 AM,ethomsen_UCSDOnline,-117.241750441754,32.8752572417158
150,1d13b2ef-d9e9-4036-b73c-70164461dc4a,4/22/2021 7:25:00 PM,,Baccharis pilularis ssp. pilularis,162,132,138,16,0,0,0,,,4/24/2021 3:12:32 AM,kas063_UCSDOnline,4/24/2021 3:12:32 AM,kas063_UCSDOnline,-117.236952338946,32.8810017104869
151,028530f4-f90b-4c8f-9c5b-5a44a1ad5c62,4/23/2021 11:10:00 PM,,Baccharis pilularis ssp. pilularis,93,125,140,3,1,0,0,no,,4/24/2021 5:40:43 AM,kas063_UCSDOnline,4/24/2021 5:41:39 AM,kas063_UCSDOnline,-117.236797663106,32.8813701513252
